iter	MultiClass
903	0.5233168597
904	0.5230204278
905	0.5227063039
906	0.5224231932
907	0.522069243
908	0.5217168186
909	0.5215058266
910	0.5211700527
911	0.520615326
912	0.520084659
913	0.5195229685
914	0.5192170626
915	0.5188096858
916	0.5183748487
917	0.5180895258
918	0.5177699202
919	0.5175236671
920	0.5169925972
921	0.5166325523
922	0.5162918353
923	0.5159290314
924	0.5153997982
925	0.5149732175
926	0.5147823745
927	0.5145504201
928	0.5143518905
929	0.5142179731
930	0.5136982979
931	0.5134216959
932	0.5131365047
933	0.5127935826
934	0.5124177469
935	0.5120630664
936	0.5118018338
937	0.5115601893
938	0.5113394923
939	0.5110381646
940	0.5107510313
941	0.5103882419
942	0.5100292448
943	0.5097887839
944	0.5095089743
945	0.5092689259
946	0.5087591247
947	0.508660171
948	0.5083933579
949	0.508073539
950	0.5078472358
951	0.5074645837
952	0.5070558729
953	0.5066306968
954	0.5062653104
955	0.5058400335
956	0.5056044325
957	0.5052713326
958	0.505044392
959	0.5047059016
960	0.5044408574
961	0.504118234
962	0.5038312554
963	0.5033275404
964	0.5030322281
965	0.502630097
966	0.5022983839
967	0.5019774777
968	0.5015193275
969	0.5011926276
970	0.5006840721
971	0.5003613359
972	0.4999423947
973	0.4995729145
974	0.4992300543
975	0.4989930964
976	0.4986809922
977	0.4983681818
978	0.4980627719
979	0.4977517217
980	0.497178437
981	0.4967067147
982	0.496358595
983	0.4960059173
984	0.4957148824
985	0.4952154288
986	0.4949909464
987	0.4944545839
988	0.4940526231
989	0.4937180668
990	0.4932794943
991	0.4929898323
992	0.4927840515
993	0.4925597498
994	0.4922645851
995	0.4920575703
996	0.4915616638
997	0.491274283
998	0.4906138327
999	0.4904181828
